Unique Key,Created Date,Closed Date,Agency,Agency Name,Complaint Type,Descriptor,Location Type,Incident Zip,Incident Address,Street Name,Cross Street 1,Cross Street 2,Intersection Street 1,Intersection Street 2,Address Type,City,Landmark,Facility Type,Status,Due Date,Resolution Description,Resolution Action Updated Date,Community Board,Borough,X Coordinate (State Plane),Y Coordinate (State Plane),Park Facility Name,Park Borough,Vehicle Type,Taxi Company Borough,Taxi Pick Up Location,Bridge Highway Name,Bridge Highway Direction,Road Ramp,Bridge Highway Segment,Latitude,Longitude,Location
38728415,03/19/2018 01:46:00 PM,03/20/2018 11:35:00 AM,DEP,Department of Environmental Protection,Sewer,Street Flooding (SJ),,10024,118 RIVERSIDE DRIVE,RIVERSIDE DRIVE,WEST END AVE,RIVERSIDE DR,,,ADDRESS,NEW YORK,,N/A,Closed,,The Department of Environmental Protection investigated this complaint and resolved the issue.,03/20/2018 11:35:00 AM,07 MANHATTAN,MANHATTAN,989587,226464,Unspecified,MANHATTAN,,,,,,,,40.78826590347521,-73.98072684827545,"(40.78826590347521, -73.98072684827545)"
38754153,03/22/2018 10:07:00 AM,03/22/2018 12:40:00 PM,DEP,Department of Environmental Protection,Sewer,Street Flooding (SJ),,10023,13 WEST   65 STREET,WEST   65 STREET,CENTRAL PARK W,COLUMBUS AVE,,,ADDRESS,NEW YORK,,N/A,Closed,,The Department of Environmental Protection investigated this complaint and resolved the issue.,03/22/2018 12:40:00 PM,07 MANHATTAN,MANHATTAN,989826,220565,Unspecified,MANHATTAN,,,,,,,,40.77207456216015,-73.97986865928073,"(40.77207456216015, -73.97986865928073)"
38755249,03/22/2018 09:41:00 AM,03/26/2018 01:36:00 PM,DEP,Department of Environmental Protection,Sewer,Street Flooding (SJ),,10029,,,,,EAST 97 STREET,MADISON AVENUE,INTERSECTION,NEW YORK,,N/A,Closed,,The Department of Environmental Protection investigated this complaint and resolved the issue.,03/26/2018 01:36:00 PM,Unspecified MANHATTAN,MANHATTAN,997080,226333,Unspecified,MANHATTAN,,,,,,,,40.78789864214599,-73.95366813150638,"(40.78789864214599, -73.95366813150638)"
38978808,04/19/2018 12:23:00 PM,06/28/2018 12:10:00 PM,DEP,Department of Environmental Protection,Sewer,Street Flooding (SJ),,,,,,,ADAM CLAYTON POWELL,W 133 ST,INTERSECTION,,,N/A,Closed,,The Department of Environmental Protection investigated this complaint and resolved the street flooding.,06/28/2018 12:10:00 PM,Unspecified MANHATTAN,MANHATTAN,,,Unspecified,MANHATTAN,,,,,,,,,,
38757494,03/22/2018 04:14:00 PM,03/22/2018 05:20:00 PM,DEP,Department of Environmental Protection,Sewer,Street Flooding (SJ),,10029,51 EAST   97 STREET,EAST   97 STREET,MADISON AVE,PARK AVE,,,ADDRESS,NEW YORK,,N/A,Closed,,"The Department of Environmental Protection inspected your complaint and referred it to the Department of Transportation for further action. If the problem persists, please call 311 (or 212-639-9675 if calling from a non-New York City area code) to submit a new complaint.",03/22/2018 05:20:00 PM,11 MANHATTAN,MANHATTAN,997131,226309,Unspecified,MANHATTAN,,,,,,,,40.78783269439721,-73.95348400567839,"(40.78783269439721, -73.95348400567839)"
38860584,04/04/2018 12:44:00 PM,04/05/2018 11:00:00 AM,DEP,Department of Environmental Protection,Sewer,Street Flooding (SJ),,10010,360 1 AVENUE,1 AVENUE,E 21 ST,E 22 ST,,,ADDRESS,NEW YORK,,N/A,Closed,,"The Department of Environmental Protection inspected your complaint and referred it to the Department of Transportation for further action. If the problem persists, please call 311 (or 212-639-9675 if calling from a non-New York City area code) to submit a new complaint.",04/05/2018 11:00:00 AM,06 MANHATTAN,MANHATTAN,990008,207317,Unspecified,MANHATTAN,,,,,,,,40.73571205024962,-73.9792229193906,"(40.73571205024962, -73.9792229193906)"
38825084,03/30/2018 11:40:00 AM,03/30/2018 12:30:00 PM,DEP,Department of Environmental Protection,Sewer,Street Flooding (SJ),,10006,90 WEST STREET,WEST STREET,ALBANY ST,LIBERTY ST PEDESTRIAN OVPS,,,ADDRESS,NEW YORK,,N/A,Closed,,The Department of Environmental Protection resolved this complaint by speaking to the complainant on the phone.,03/30/2018 12:30:00 PM,01 MANHATTAN,MANHATTAN,980150,197987,Unspecified,MANHATTAN,,,,,,,,40.71010438228108,-74.01478869474265,"(40.71010438228108, -74.01478869474265)"
38828601,03/31/2018 03:43:00 PM,03/31/2018 05:10:00 PM,DEP,Department of Environmental Protection,Sewer,Street Flooding (SJ),,10031,,,,,WEST 152 STREET,ST NICHOLAS PLACE,INTERSECTION,NEW YORK,,N/A,Closed,,"The Department of Environment Protection inspected your complaint but could not find the problem you reported. If the condition persists, please call 311 (or 212-639-9675 if calling from a non-New York City area code) with more detailed information to submit a new complaint.",03/31/2018 05:10:00 PM,Unspecified MANHATTAN,MANHATTAN,1000428,241108,Unspecified,MANHATTAN,,,,,,,,40.82844642531747,-73.94154218532333,"(40.82844642531747, -73.94154218532333)"
18497265,08/16/2010 07:50:00 PM,08/17/2010 12:00:00 PM,DEP,Department of Environmental Protection,Sewer,Street Flooding (SJ),,10010,,,6 AVE,W 23 ST,6 AVENUE,WEST 23 STREET,INTERSECTION,NEW YORK,,N/A,Closed,,"The Department of Environmental Protection inspected your complaint and determined that the catch basin is now functioning properly.  If the condition returns, please call 311 (or 212-639-9675 if calling from a non-New York City area code) to submit a new complaint.",08/17/2010 12:00:00 PM,04 MANHATTAN,MANHATTAN,986244,209939,Unspecified,MANHATTAN,,,,,,,,40.742910439074564,-73.99280410305454,"(40.742910439074564, -73.99280410305454)"
38838175,04/02/2018 05:38:00 PM,04/03/2018 12:15:00 PM,DEP,Department of Environmental Protection,Sewer,Street Flooding (SJ),,10029,,,,,EAST 97 STREET,MADISON AVENUE,INTERSECTION,NEW YORK,,N/A,Closed,,The Department of Environmental Protection investigated this complaint and resolved the issue.,04/03/2018 12:15:00 PM,Unspecified MANHATTAN,MANHATTAN,997080,226333,Unspecified,MANHATTAN,,,,,,,,40.78789864214599,-73.95366813150638,"(40.78789864214599, -73.95366813150638)"
38838195,04/02/2018 07:57:00 PM,04/03/2018 10:30:00 AM,DEP,Department of Environmental Protection,Sewer,Street Flooding (SJ),,10009,,,,,1 AVENUE,EAST 13 STREET,INTERSECTION,NEW YORK,,N/A,Closed,,The Department of Environmental Protection investigated this complaint and resolved the issue.,04/03/2018 10:30:00 AM,Unspecified MANHATTAN,MANHATTAN,988942,205474,Unspecified,MANHATTAN,,,,,,,,40.73065409813511,-73.98307074289748,"(40.73065409813511, -73.98307074289748)"
38844094,04/03/2018 06:38:00 PM,05/03/2018 05:03:00 AM,DEP,Department of Environmental Protection,Sewer,Street Flooding (SJ),,10036,,,,,WEST 47 STREET,7 AVENUE,INTERSECTION,NEW YORK,,N/A,Closed,,"The Department of Environmental Protection has determined that this issue was previously reported by another customer The original complaint is being addressed. If the condition persists, please call 311 (or 212-639-9675 if calling from a non-New York City area code) with more detailed information to submit a new complaint.",05/03/2018 05:03:00 AM,05 MANHATTAN,MANHATTAN,988511,215874,Unspecified,MANHATTAN,,,,,,,,40.7591997120635,-73.98461925002192,"(40.7591997120635, -73.98461925002192)"
38941048,04/14/2018 01:47:00 PM,04/29/2018 08:50:00 AM,DEP,Department of Environmental Protection,Sewer,Street Flooding (SJ),,10019,459 WEST   49 STREET,WEST   49 STREET,9 AVE,10 AVE,,,ADDRESS,NEW YORK,,N/A,Closed,,The Department of Environmental Protection determined that this complaint is a duplicate of a previously filed complaint. The original complaint is being addressed.,04/29/2018 08:50:00 AM,04 MANHATTAN,MANHATTAN,986742,217455,Unspecified,MANHATTAN,,,,,,,,40.76353982652934,-73.99100414774689,"(40.76353982652934, -73.99100414774689)"
38948896,04/16/2018 11:26:00 AM,04/17/2018 01:30:00 PM,DEP,Department of Environmental Protection,Sewer,Street Flooding (SJ),,10023,,,,,WEST 64 STREET,WEST END AVENUE,INTERSECTION,NEW YORK,,N/A,Closed,,The Department of Environmental Protection investigated this complaint and resolved the issue.,04/17/2018 01:30:00 PM,07 MANHATTAN,MANHATTAN,987525,221534,Unspecified,MANHATTAN,,,,,,,,40.77473536544984,-73.98817561427168,"(40.77473536544984, -73.98817561427168)"
38950145,04/16/2018 01:40:00 PM,04/16/2018 02:16:00 PM,DEP,Department of Environmental Protection,Sewer,Street Flooding (SJ),,10027,12 AVENUE,12 AVENUE,RIVERSIDE DRIVE,WEST  138 STREET,,,BLOCKFACE,NEW YORK,,N/A,Closed,,"The Department of Environmental Protection has determined that this issue was previously reported by another customer The original complaint is being addressed. If the condition persists, please call 311 (or 212-639-9675 if calling from a non-New York City area code) with more detailed information to submit a new complaint.",04/16/2018 02:16:00 PM,09 MANHATTAN,MANHATTAN,995827,238378,Unspecified,MANHATTAN,,,,,,,,40.820960580850056,-73.95817221132509,"(40.820960580850056, -73.95817221132509)"
38950163,04/16/2018 09:01:00 AM,04/17/2018 11:00:00 AM,DEP,Department of Environmental Protection,Sewer,Street Flooding (SJ),,10001,,,,,WEST 26 STREET,12 AVENUE,INTERSECTION,NEW YORK,,N/A,Closed,,The Department of Environmental Protection investigated this complaint and resolved the highway flooding.,04/17/2018 11:00:00 AM,04 MANHATTAN,MANHATTAN,982054,213160,Unspecified,MANHATTAN,,,,,,,,40.751751226829725,-74.00792592119431,"(40.751751226829725, -74.00792592119431)"
38950204,04/16/2018 11:12:00 AM,04/16/2018 08:20:00 PM,DEP,Department of Environmental Protection,Sewer,Street Flooding (SJ),,10034,112 SHERMAN AVENUE,SHERMAN AVENUE,DYCKMAN ST,ACADEMY ST,,,ADDRESS,NEW YORK,,N/A,Closed,,The Department of Environmental Protection investigated this complaint and resolved the issue.,04/16/2018 08:20:00 PM,12 MANHATTAN,MANHATTAN,1005007,254055,Unspecified,MANHATTAN,,,,,,,,40.86397254518394,-73.92495629054078,"(40.86397254518394, -73.92495629054078)"
38950216,04/16/2018 05:03:00 PM,04/17/2018 09:00:00 AM,DEP,Department of Environmental Protection,Sewer,Street Flooding (SJ),,10031,12 AVENUE,12 AVENUE,WEST  135 STREET,WEST  138 STREET,,,BLOCKFACE,NEW YORK,,N/A,Closed,,"The Department of Environmental Protection inspected your complaint and referred it to the Department of Transportation for further action. If the problem persists, please call 311 (or 212-639-9675 if calling from a non-New York City area code) to submit a new complaint.",04/17/2018 02:45:00 PM,Unspecified MANHATTAN,MANHATTAN,,,Unspecified,MANHATTAN,,,,,,,,,,
38951584,04/16/2018 10:45:00 AM,04/16/2018 07:09:00 PM,DEP,Department of Environmental Protection,Sewer,Street Flooding (SJ),,10031,,,,,WEST 145 STREET,BROADWAY,INTERSECTION,NEW YORK,,N/A,Closed,,"The Department of Environmental Protection has determined that this issue was previously reported by another customer The original complaint is being addressed. If the condition persists, please call 311 (or 212-639-9675 if calling from a non-New York City area code) to submit a new complaint.",04/16/2018 07:09:00 PM,09 MANHATTAN,MANHATTAN,997963,240371,Unspecified,MANHATTAN,,,,,,,,40.82642774203356,-73.95045075558801,"(40.82642774203356, -73.95045075558801)"
38951603,04/16/2018 03:25:00 PM,04/17/2018 12:54:00 AM,DEP,Department of Environmental Protection,Sewer,Street Flooding (SJ),,10031,,,,,RIVERSIDE DRIVE,WEST 136 STREET,INTERSECTION,NEW YORK,,N/A,Closed,,The Department of Environmental Protection determined that this complaint is a duplicate of a previously filed complaint. The original complaint is being addressed.,04/17/2018 12:54:00 AM,09 MANHATTAN,MANHATTAN,996208,238650,Unspecified,MANHATTAN,,,,,,,,40.82170663635196,-73.95679517095198,"(40.82170663635196, -73.95679517095198)"
38952852,04/16/2018 10:15:00 AM,04/17/2018 09:40:00 AM,DEP,Department of Environmental Protection,Sewer,Street Flooding (SJ),,10034,175 NAGLE AVENUE,NAGLE AVENUE,DYCKMAN ST,BROADWAY/7 AVENUE LINE,,,ADDRESS,NEW YORK,,N/A,Closed,,The Department of Environmental Protection investigated this complaint and resolved the street flooding.,04/17/2018 09:40:00 AM,12 MANHATTAN,MANHATTAN,1005109,253205,Unspecified,MANHATTAN,,,,,,,,40.861639312368126,-73.92459017105539,"(40.861639312368126, -73.92459017105539)"
38952880,04/16/2018 03:30:00 PM,04/17/2018 11:15:00 AM,DEP,Department of Environmental Protection,Sewer,Street Flooding (SJ),,10019,,,,,EAST 58 STREET,5 AVENUE,INTERSECTION,NEW YORK,,N/A,Closed,,"The Department of Environment Protection inspected your complaint but could not find the problem you reported. If the condition persists, please call 311 (or 212-639-9675 if calling from a non-New York City area code) with more detailed information to submit a new complaint.",04/17/2018 11:15:00 AM,05 MANHATTAN,MANHATTAN,991601,217499,Unspecified,MANHATTAN,,,,,,,,40.76365789029119,-73.97346363241188,"(40.76365789029119, -73.97346363241188)"
38954232,04/16/2018 09:27:00 AM,04/17/2018 04:17:00 AM,DEP,Department of Environmental Protection,Sewer,Street Flooding (SJ),,10001,,,,,WEST 27 STREET,WEST SIDE HIGHWAY,INTERSECTION,NEW YORK,,N/A,Closed,,"The Department of Environmental Protection has determined that this issue was previously reported by another customer The original complaint is being addressed. If the condition persists, please call 311 (or 212-639-9675 if calling from a non-New York City area code) to submit a new complaint.",04/17/2018 04:17:00 AM,04 MANHATTAN,MANHATTAN,982126,213405,Unspecified,MANHATTAN,,,,,,,,40.752423707394804,-74.00766613231424,"(40.752423707394804, -74.00766613231424)"
38954244,04/16/2018 09:20:00 AM,04/16/2018 09:45:00 AM,DEP,Department of Environmental Protection,Sewer,Street Flooding (SJ),,10014,,,,,WEST STREET,CHARLES STREET,INTERSECTION,NEW YORK,,N/A,Closed,,The Department of Environmental Protection resolved this complaint by speaking to the complainant on the phone.,04/16/2018 07:50:00 PM,02 MANHATTAN,MANHATTAN,981419,206636,Unspecified,MANHATTAN,,,,,,,,40.73384429429546,-74.01021505141537,"(40.73384429429546, -74.01021505141537)"
38955534,04/16/2018 10:39:00 AM,04/17/2018 11:50:00 AM,DEP,Department of Environmental Protection,Sewer,Street Flooding (SJ),,10018,,,,,WEST 38 STREET,BROADWAY,INTERSECTION,NEW YORK,,N/A,Closed,,The Department of Environmental Protection investigated this complaint and resolved the issue.,04/17/2018 11:50:00 AM,05 MANHATTAN,MANHATTAN,987766,213576,Unspecified,MANHATTAN,,,,,,,,40.75289261512591,-73.98730964641686,"(40.75289261512591, -73.98730964641686)"
38955535,04/16/2018 10:20:00 AM,04/16/2018 08:30:00 PM,DEP,Department of Environmental Protection,Sewer,Street Flooding (SJ),,10040,,,,,BROADWAY,HILLSIDE AVENUE,INTERSECTION,NEW YORK,,N/A,Closed,,The Department of Environmental Protection investigated this complaint and resolved the issue.,04/16/2018 08:30:00 PM,12 MANHATTAN,MANHATTAN,1003237,252327,Unspecified,MANHATTAN,,,,,,,,40.85923369203374,-73.93136034316346,"(40.85923369203374, -73.93136034316346)"
38955540,04/16/2018 09:31:00 AM,04/17/2018 04:17:00 AM,DEP,Department of Environmental Protection,Sewer,Street Flooding (SJ),,10011,,,,,WEST 23 STREET,12 AVENUE,INTERSECTION,NEW YORK,,N/A,Closed,,"The Department of Environmental Protection has determined that this issue was previously reported by another customer The original complaint is being addressed. If the condition persists, please call 311 (or 212-639-9675 if calling from a non-New York City area code) to submit a new complaint.",04/17/2018 04:17:00 AM,04 MANHATTAN,MANHATTAN,982016,212268,Unspecified,MANHATTAN,,,,,,,,40.74930290257624,-74.00806277650474,"(40.74930290257624, -74.00806277650474)"
38955551,04/16/2018 01:57:00 PM,04/16/2018 03:47:00 PM,DEP,Department of Environmental Protection,Sewer,Street Flooding (SJ),,10031,,,,,12 AVENUE,WEST 138 STREET,INTERSECTION,NEW YORK,,N/A,Closed,,"The Department of Environmental Protection has determined that this issue was previously reported by another customer The original complaint is being addressed. If the condition persists, please call 311 (or 212-639-9675 if calling from a non-New York City area code) to submit a new complaint.",04/16/2018 03:47:00 PM,09 MANHATTAN,MANHATTAN,996334,239155,Unspecified,MANHATTAN,,,,,,,,40.82309254678335,-73.95633901753999,"(40.82309254678335, -73.95633901753999)"
38956900,04/16/2018 12:45:00 PM,04/16/2018 07:45:00 PM,DEP,Department of Environmental Protection,Sewer,Street Flooding (SJ),,10030,,,,,WEST 137 STREET,ST NICHLAS AVENUE,INTERSECTION,NEW YORK,,N/A,Closed,,The Department of Environmental Protection investigated this complaint and resolved the issue.,04/16/2018 07:45:00 PM,10 MANHATTAN,MANHATTAN,998823,237496,Unspecified,MANHATTAN,,,,,,,,40.81853530519706,-73.9473495583289,"(40.81853530519706, -73.9473495583289)"
38956951,04/16/2018 02:21:00 PM,04/16/2018 03:16:00 PM,DEP,Department of Environmental Protection,Sewer,Street Flooding (SJ),,10040,100 DYCKMAN STREET,DYCKMAN STREET,NAGLE AVE,POST AVE,,,ADDRESS,NEW YORK,,N/A,Closed,,"The Department of Environmental Protection has determined that this issue was previously reported by another customer The original complaint is being addressed. If the condition persists, please call 311 (or 212-639-9675 if calling from a non-New York City area code) with more detailed information to submit a new complaint.",04/16/2018 03:16:00 PM,12 MANHATTAN,MANHATTAN,1005033,253253,Unspecified,MANHATTAN,,,,,,,,40.86177123709456,-73.92486477863315,"(40.86177123709456, -73.92486477863315)"
38958175,04/16/2018 10:58:00 AM,04/17/2018 11:20:00 AM,DEP,Department of Environmental Protection,Sewer,Street Flooding (SJ),,10017,,,,,EAST 43 STREET,2 AVENUE,INTERSECTION,NEW YORK,,N/A,Closed,,The Department of Environmental Protection investigated this complaint and resolved the issue.,04/17/2018 11:20:00 AM,06 MANHATTAN,MANHATTAN,992088,212703,Unspecified,MANHATTAN,,,,,,,,40.75049367625375,-73.97171120282837,"(40.75049367625375, -73.97171120282837)"
38958260,04/16/2018 10:24:00 AM,04/17/2018 02:40:00 PM,DEP,Department of Environmental Protection,Sewer,Street Flooding (SJ),,10021,332 EAST   74 STREET,EAST   74 STREET,2 AVE,1 AVE,,,ADDRESS,NEW YORK,,N/A,Closed,,The Department of Environmental Protection investigated this complaint and resolved the issue.,04/17/2018 02:40:00 PM,08 MANHATTAN,MANHATTAN,996296,219714,Unspecified,MANHATTAN,,,,,,,,40.769732340367035,-73.95651118914019,"(40.769732340367035, -73.95651118914019)"
39002336,04/22/2018 09:11:00 PM,04/22/2018 09:25:00 PM,DEP,Department of Environmental Protection,Sewer,Street Flooding (SJ),,10002,,,,,CLINTON STREET,HENRY STREET,INTERSECTION,NEW YORK,,N/A,Closed,,The Department of Environmental Protection investigated this complaint and found it to be a temporary condition.,04/22/2018 09:25:00 PM,03 MANHATTAN,MANHATTAN,987837,199274,Unspecified,MANHATTAN,,,,,,,,40.71363711389729,-73.98706100987009,"(40.71363711389729, -73.98706100987009)"
38974154,04/18/2018 08:31:00 PM,04/18/2018 08:31:00 PM,DEP,Department of Environmental Protection,Sewer,Street Flooding (SJ),,10016,EAST   37 ST EXTENSION,EAST   37 ST EXTENSION,1 AVENUE,FDR DRIVE,,,BLOCKFACE,NEW YORK,,N/A,Closed,,"The Department of Environment Protection inspected your complaint but could not find the problem you reported. If the condition persists, please call 311 (or 212-639-9675 if calling from a non-New York City area code) with more detailed information to submit a new complaint.",04/18/2018 08:31:00 PM,06 MANHATTAN,MANHATTAN,992139,210858,Unspecified,MANHATTAN,,,,,,,,40.745429570222605,-73.97152929865247,"(40.745429570222605, -73.97152929865247)"
39028140,04/25/2018 06:19:00 PM,04/25/2018 07:25:00 PM,DEP,Department of Environmental Protection,Sewer,Street Flooding (SJ),,10011,,,,,WEST 19 STREET,10 AVENUE,INTERSECTION,NEW YORK,,N/A,Closed,,"The Department of Environmental Protection has determined that this issue was previously reported by another customer The original complaint is being addressed. If the condition persists, please call 311 (or 212-639-9675 if calling from a non-New York City area code) with more detailed information to submit a new complaint.",04/25/2018 07:25:00 PM,04 MANHATTAN,MANHATTAN,982599,210784,Unspecified,MANHATTAN,,,,,,,,40.74522982350548,-74.00595829461307,"(40.74522982350548, -74.00595829461307)"
39030668,04/25/2018 08:59:00 AM,04/25/2018 09:05:00 AM,DEP,Department of Environmental Protection,Sewer,Street Flooding (SJ),,10036,,,,,WEST 47 STREET,7 AVENUE,INTERSECTION,NEW YORK,,N/A,Closed,,"The Department of Environmental Protection has determined that this issue was previously reported by another customer The original complaint is being addressed. If the condition persists, please call 311 (or 212-639-9675 if calling from a non-New York City area code) with more detailed information to submit a new complaint.",04/25/2018 09:05:00 AM,05 MANHATTAN,MANHATTAN,988511,215874,Unspecified,MANHATTAN,,,,,,,,40.7591997120635,-73.98461925002192,"(40.7591997120635, -73.98461925002192)"
39031505,04/25/2018 09:06:00 AM,04/25/2018 12:30:00 PM,DEP,Department of Environmental Protection,Sewer,Street Flooding (SJ),,10001,1293 BROADWAY,BROADWAY,AVENUE OF THE AMERICAS,W 34 ST,,,ADDRESS,NEW YORK,,N/A,Closed,,The Department of Environmental Protection investigated this complaint and resolved the issue.,04/25/2018 12:30:00 PM,05 MANHATTAN,MANHATTAN,987581,212357,Unspecified,MANHATTAN,,,,,,,,40.749546839949886,-73.98797797362238,"(40.749546839949886, -73.98797797362238)"
39035064,04/26/2018 02:09:00 PM,04/26/2018 02:10:00 PM,DEP,Department of Environmental Protection,Sewer,Street Flooding (SJ),,10002,CHRYSTIE STREET,CHRYSTIE STREET,BROOME STREET,DELANCEY STREET,,,BLOCKFACE,NEW YORK,,N/A,Closed,,"The Department of Environmental Protection has determined that this issue was previously reported by another customer The original complaint is being addressed. If the condition persists, please call 311 (or 212-639-9675 if calling from a non-New York City area code) to submit a new complaint.",04/26/2018 02:10:00 PM,03 MANHATTAN,MANHATTAN,986149,201403,Unspecified,MANHATTAN,,,,,,,,40.7194812320696,-73.99314934576456,"(40.7194812320696, -73.99314934576456)"
39036910,04/26/2018 01:13:00 PM,05/14/2018 02:45:00 PM,DEP,Department of Environmental Protection,Sewer,Street Flooding (SJ),,10002,,,,,BROOME STREET,CHRYSTIE STREET,INTERSECTION,NEW YORK,,N/A,Closed,,The Department of Environmental Protection investigated this complaint and resolved the issue.,05/14/2018 02:45:00 PM,03 MANHATTAN,MANHATTAN,986091,201253,Unspecified,MANHATTAN,,,,,,,,40.71906953042286,-73.99335862214882,"(40.71906953042286, -73.99335862214882)"
39038346,04/26/2018 10:19:00 AM,04/26/2018 10:26:00 AM,DEP,Department of Environmental Protection,Sewer,Street Flooding (SJ),,10014,,,,,CHRISTOPHER STREET,WASHINGTON STREET,INTERSECTION,NEW YORK,,N/A,Closed,,"The Department of Environmental Protection has determined that this issue was previously reported by another customer The original complaint is being addressed. If the condition persists, please call 311 (or 212-639-9675 if calling from a non-New York City area code) with more detailed information to submit a new complaint.",04/26/2018 10:26:00 AM,02 MANHATTAN,MANHATTAN,981857,206198,Unspecified,MANHATTAN,,,,,,,,40.73264222132682,-74.00863446734265,"(40.73264222132682, -74.00863446734265)"
38948903,04/16/2018 10:52:00 AM,04/17/2018 02:05:00 PM,DEP,Department of Environmental Protection,Sewer,Street Flooding (SJ),,,,,,,W 86 ST,TRANSVERSE RD,INTERSECTION,,,N/A,Closed,,The Department of Environmental Protection investigated this complaint and resolved the issue.,04/17/2018 02:05:00 PM,Unspecified MANHATTAN,MANHATTAN,,,Unspecified,MANHATTAN,,,,,,,,,,
39042599,04/26/2018 11:47:00 AM,05/14/2018 02:15:00 PM,DEP,Department of Environmental Protection,Sewer,Street Flooding (SJ),,10013,6 YORK STREET,YORK STREET,ST JOHNS LN,AVENUE OF THE AMERICAS,,,ADDRESS,NEW YORK,,N/A,Closed,,"The Department of Environment Protection inspected your complaint but could not find the problem you reported. If the condition persists, please call 311 (or 212-639-9675 if calling from a non-New York City area code) with more detailed information to submit a new complaint.",05/14/2018 02:15:00 PM,01 MANHATTAN,MANHATTAN,982712,201973,Unspecified,MANHATTAN,,,,,,,,40.72104581483468,-74.00554847475466,"(40.72104581483468, -74.00554847475466)"
39043868,04/27/2018 05:18:00 PM,05/07/2018 12:00:00 PM,DEP,Department of Environmental Protection,Sewer,Street Flooding (SJ),,10024,WEST   87 STREET,WEST   87 STREET,BROADWAY,AMSTERDAM AVENUE,,,BLOCKFACE,NEW YORK,,N/A,Closed,,"The Department of Environment Protection inspected your complaint but could not find the problem you reported. If the condition persists, please call 311 (or 212-639-9675 if calling from a non-New York City area code) with more detailed information to submit a new complaint.",05/07/2018 12:00:00 PM,07 MANHATTAN,MANHATTAN,991123,226599,Unspecified,MANHATTAN,,,,,,,,40.78863538120464,-73.97517985616996,"(40.78863538120464, -73.97517985616996)"
39046919,04/27/2018 08:54:00 AM,04/27/2018 10:10:00 AM,DEP,Department of Environmental Protection,Sewer,Street Flooding (SJ),,10031,701 WEST  135 STREET,WEST  135 STREET,W 135 ST,W 138 ST,,,ADDRESS,NEW YORK,,N/A,Closed,,The Department of Environmental Protection investigated this complaint and resolved the issue.,04/27/2018 10:10:00 AM,09 MANHATTAN,MANHATTAN,995971,238697,Unspecified,MANHATTAN,,,,,,,,40.82183595570845,-73.9576513811186,"(40.82183595570845, -73.9576513811186)"
39065687,04/30/2018 09:07:00 PM,04/30/2018 11:10:00 PM,DEP,Department of Environmental Protection,Sewer,Street Flooding (SJ),,10002,,,,,CLINTON STREET,HENRY STREET,INTERSECTION,NEW YORK,,N/A,Closed,,"The Department of Environment Protection inspected your complaint but could not find the problem you reported. If the condition persists, please call 311 (or 212-639-9675 if calling from a non-New York City area code) with more detailed information to submit a new complaint.",04/30/2018 11:10:00 PM,03 MANHATTAN,MANHATTAN,987837,199274,Unspecified,MANHATTAN,,,,,,,,40.71363711389729,-73.98706100987009,"(40.71363711389729, -73.98706100987009)"
39075743,05/01/2018 08:28:00 AM,05/10/2018 01:55:00 PM,DEP,Department of Environmental Protection,Sewer,Street Flooding (SJ),,10038,,,,,PECK SLIP,SOUTH STREET,INTERSECTION,NEW YORK,,N/A,Closed,,"The Department of Environment Protection inspected your complaint but could not find the problem you reported. If the condition persists, please call 311 (or 212-639-9675 if calling from a non-New York City area code) with more detailed information to submit a new complaint.",05/10/2018 01:55:00 PM,01 MANHATTAN,MANHATTAN,983922,196985,Unspecified,MANHATTAN,,,,,,,,40.70735507339727,-74.00118304677873,"(40.70735507339727, -74.00118304677873)"
39079127,05/01/2018 07:00:00 AM,05/02/2018 10:45:00 AM,DEP,Department of Environmental Protection,Sewer,Street Flooding (SJ),,10009,AVENUE A,AVENUE A,ST MARKS PLACE,EAST    9 STREET,,,BLOCKFACE,NEW YORK,,N/A,Closed,,"The Department of Environment Protection inspected your complaint but could not find the problem you reported. If the condition persists, please call 311 (or 212-639-9675 if calling from a non-New York City area code) with more detailed information to submit a new complaint.",05/02/2018 10:45:00 AM,03 MANHATTAN,MANHATTAN,988996,204129,Unspecified,MANHATTAN,,,,,,,,40.726962372794205,-73.98287685353183,"(40.726962372794205, -73.98287685353183)"
39102077,05/03/2018 04:33:00 PM,05/24/2018 11:05:00 AM,DEP,Department of Environmental Protection,Sewer,Street Flooding (SJ),,10011,355 WEST   16 STREET,WEST   16 STREET,8 AVE,9 AVE,,,ADDRESS,NEW YORK,,N/A,Closed,,"The Department of Environment Protection inspected your complaint but could not find the problem you reported. If the condition persists, please call 311 (or 212-639-9675 if calling from a non-New York City area code) with more detailed information to submit a new complaint.",05/24/2018 11:05:00 AM,04 MANHATTAN,MANHATTAN,983396,209510,Unspecified,MANHATTAN,,,,,,,,40.74173312459783,-74.00308183921501,"(40.74173312459783, -74.00308183921501)"
